id,imageUrl,kcalories,class,predicted_kcal
1224,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770380945680.jpg",228,label,228
1227,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770389713092.jpg",204,label,203
1229,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770391238091.jpg",350,nutrition_label,350
1230,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770391295720.jpg",320,nutrition_label,320
1232,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770408279455.jpg",230,nutrition_label,230
1233,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770408611450.jpg",443,nutrition_label,442
1234,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770411716074.jpg",490,label,490
1235,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770411932841.jpg",540,nutrition_label,540
1236,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770412158727.jpg",440,label,440
1237,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770412699439.jpg",390,label,390
1247,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770472656401.jpg",370,nutrition_label,370
1242,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770416442681.jpg",350,nutrition_label,350
1241,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770415290523.jpg",370,nutrition_label,370
1248,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770472981728.jpg",374,nutrition_label,374
1253,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770488543992.jpg",187,nutrition_label,186
1254,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770488859362.jpg",440,nutrition_label,440
1259,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770556368170.jpg",248,nutrition_label,248
1264,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770568319318.jpg",356,label,356
1266,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770568482108.jpg",560,label,560
1267,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770569033706.jpg",237,label,236
1268,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770569543948.jpg",240,nutrition_label,240
1270,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770574332294.jpg",344,label,344
1285,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770658906171.jpg",556,nutrition_label,556
1281,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770657411779.jpg",277,label,277
1282,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770657917939.jpg",506,nutrition_label,506
1283,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770658229502.jpg",370,nutrition_label,529
1284,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770658439571.jpg",143,nutrition_label,358
1289,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770683698808.jpg",309,nutrition_label,309
1292,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770720053747.jpg",238,label,238
1293,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770720192436.jpg",136,nutrition_label,136
1302,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770755072143.jpg",258,nutrition_label,258
1303,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770755816116.jpg",198,nutrition_label,198
1305,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770761825667.jpg",386,nutrition_label,385
1308,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770815778948.jpg",76,nutrition_label,76
1340,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770981958455.jpg",115,nutrition_label,255
1313,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770817147513.jpg",552,nutrition_label,551
1314,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770837020927.jpg",350,nutrition_label,350
1315,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770839413993.jpg",140,label,140
1317,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770844972656.jpg",479,nutrition_label,479
1332,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770925233781.jpg",400,label,400
1333,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770925377709.jpg",390,label,390
1334,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770927477909.jpg",202,nutrition_label,293
1335,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770929446265.jpg",280,nutrition_label,280
1337,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770938198439.jpg",105,nutrition_label,527
1342,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771008449980.jpg",352,nutrition_label,352
1360,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771177936373.jpg",432,nutrition_label,432
1364,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771181786865.jpg",305,nutrition_label,203
1365,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771182187010.jpg",420,label,420
1367,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771183973668.jpg",255,nutrition_label,255
1378,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771288041976.jpg",332,nutrition_label,332
1399,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771415037179.jpg",261,nutrition_label,261
1403,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771435056816.jpg",110,nutrition_label,110
1404,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771435066620.jpg",111,label,111
1405,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771435080999.jpg",111,label,111
1406,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771435094717.jpg",87,nutrition_label,87
1408,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771439832494.jpg",429,label,400
1409,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771440019723.jpg",374,nutrition_label,374
1410,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771443886708.jpg",324,nutrition_label,324
1413,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771448234775.jpg",74,nutrition_label,74
1424,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771531970106.jpg",524,nutrition_label,524
1414,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771448789461.jpg",420,label,420
1416,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771450313144.jpg",535,nutrition_label,535
1421,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771509466077.jpg",77,nutrition_label,77
1422,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771509660613.jpg",477,label,217
1427,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771533415642.jpg",300,nutrition_label,300
1439,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771618878490.jpg",540,nutrition_label,540
1436,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771603061318.jpg",360,nutrition_label,360
1433,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771601636125.jpg",237,nutrition_label,237
1445,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771669407570.jpg",293,nutrition_label,293
1457,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771687363710.jpg",192,nutrition_label,192
1458,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772037212958.jpg",1,non_edible,20
1467,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772052767095.jpg",505,nutrition_label,505
1468,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772099335504.jpg",105,product,180
1469,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772100440820.jpg",60,label,59
1471,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772100627609.jpg",85,product,100
1477,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772116229666.jpg",310,product,110
1470,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772100483470.jpg",105,product,180
1479,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772118537505.jpg",77,label,80
1481,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772123025095.jpg",356,nutrition_label,356
1482,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772124428833.jpg",192,product,140
1488,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772144958732.jpg",495,label,450
1489,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772145182477.jpg",455,nutrition_label,455
1497,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772211613020.jpg",2,label,2
1498,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772212022879.jpg",,non_edible,-1
1499,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772212124941.jpg",,label,52
1500,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772212139033.jpg",250,nutrition_label,250
1501,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772212156165.jpg",288,nutrition_label,288
1504,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772215553006.jpg",250,product,150
1520,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772313897624.jpg",41,product,41
1546,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772364484106.jpg",230,nutrition_label,230
1527,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772352760393.jpg",41,product,41
1528,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772352807462.jpg",41,product,41
1529,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772352838154.jpg",41,product,41
1553,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772375518375.jpg",,product,290
1532,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772352916681.jpg",300,non_edible,150
1533,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772352961350.jpg",100,non_edible,150
1554,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772446807277.jpg",236,nutrition_label,235
1555,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772446838493.jpg",550,label,550
1556,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772446847232.jpg",589,nutrition_label,589
1544,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772364402016.jpg",317,nutrition_label,317
1557,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772446887272.jpg",540,label,580
1559,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772447052273.jpg",,product,47
1545,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772364467869.jpg",316,nutrition_label,315
1562,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772447105024.jpg",563,label,560
1547,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772364496287.jpg",413,nutrition_label,413
1549,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772364567149.jpg",530,nutrition_label,529
1551,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772365011831.jpg",590,nutrition_label,590
1558,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772446907663.jpg",563,nutrition_label,563
1560,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772447061926.jpg",,product,47
1561,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772447071123.jpg",275,product,89
1564,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772449467489.jpg",155,product,155
1563,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772447138929.jpg",340,product,260
1565,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772449530135.jpg",154,product,155
1568,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772451180286.jpg",41,product,41
1550,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772364764409.jpg",590,label,590
1570,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772451307340.jpg",546,label,550
1571,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772451315109.jpg",590,nutrition_label,590
1573,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772452988012.jpg",0,non_edible,0
1574,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772464542224.jpg",340,product,150
1583,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772487592002.jpg",131,nutrition_label,131
1575,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772465274991.jpg",131,label,1
1576,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772465291149.jpg",131,label,131
1578,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772465649939.jpg",55,label,550
1589,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772541106962.jpg",362,nutrition_label,202
1580,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772467138338.jpg",400,product,350
1581,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772467453347.jpg",,label,490
1584,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772487632017.jpg",131,nutrition_label,131
1590,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772541112379.jpg",362,label,226
1587,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772534919402.jpg",628,product,595
