id,imageUrl,kcalories,class,llm_food_name,llm_image_class,llm_calories,llm_protein,llm_fat,llm_carbs,llm_weight,llm_confidence,llm_calorie_basis,llm_text_readability,llm_portion_difficulty,llm_error_risk,llm_is_single_item,llm_is_mixed_dish,llm_error
"820","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768471679826.jpg","239","label","Пицца с куриной ветчиной и сыром","product","238.7","14","7.1","29.7","90","high","package_text","high","low","low","true","false",""
"837","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768570540276.jpg","115","nutrition_label","Творог с абрикосом","nutrition_label","115","7.6","4.2","11.7","100","high","nutrition_table","high","low","low","true","false",""
"838","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768570749620.jpg","115","nutrition_label","Творог Яблоко-Банан","nutrition_label","115","7.6","4.2","11.7","100","high","nutrition_table","high","low","low","true","false",""
"821","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768473582395.jpg","224","nutrition_label","Торт «Маракуйя»","nutrition_label","223.8","4.8","12.2","23.7","","high","nutrition_table","high","medium","low","true","false",""
"823","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768476194417.jpg","219","nutrition_label","Шашлык куриный с соусом айоли","nutrition_label","218.6","19.1","11.4","9.9","200","high","nutrition_table","high","low","low","false","true",""
"828","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768502808727.jpg","340","nutrition_label","Сырок творожный глазированный в шоколадной глазури с фруктовым наполнителем вишня","nutrition_label","340","8","18","38","","high","nutrition_table","high","medium","low","true","false",""
"829","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768503183052.jpg","188","nutrition_label","Блины с грушей и мягким сыром","nutrition_label","188.3","5.5","5.3","29.7","160","high","nutrition_table","high","low","low","true","false",""
"830","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768503477891.jpg","280","nutrition_label","Меренги","nutrition_label","280","0.9","","72.5","50","high","nutrition_table","high","low","low","true","false",""
"833","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768555927554.jpg","184","nutrition_label","Лепёшка с курицей и овощами","nutrition_label","184.1","9.4","8.5","17.5","175","high","nutrition_table","high","low","low","true","true",""
"834","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768560805235.jpg","386","nutrition_label","Пирожное постное «Трюфельное»","nutrition_label","385.7","5.4","23.7","37.7","100","high","nutrition_table","high","medium","low","false","true",""
"839","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768573022923.jpg","360","nutrition_label","Воздушные зерна риса в сахарном сиропе с цукатами в вафельном стаканчике","nutrition_label","360","4.5","2","81","55","high","nutrition_table","high","medium","low","true","false",""
"841","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768584732406.jpg","509","nutrition_label","Шоколадный батончик","nutrition_label","509","3.6","25.3","66.7","100","high","nutrition_table","medium","high","low","true","false",""
"870","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768727898447.jpg","614","nutrition_label","Отруби в шоколаде «Зеленая Матча»","nutrition_label","614.2","10.3","45.4","41.1","45","high","nutrition_table","high","low","low","true","false",""
"850","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768598546473.jpg","488","label","Бисквитные палочки в шоколаде с кокосовой стружкой","nutrition_label","488","8","23","53.1","32","high","nutrition_table","high","low","low","true","false",""
"851","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768642124750.jpg","49","label","Крем-суп с лесными грибами","product","49","1.5","3","4","0.27","high","package_text","high","medium","low","true","false",""
"853","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768644209626.jpg","210","nutrition_label","Конвертики с манго и маракуйей Creative Kitchen","nutrition_label","210.1","4.4","12.9","19.1","140","high","nutrition_table","high","low","low","false","true",""
"871","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768730471544.jpg","243","label","Десерт ""Пайна-Капибара Шоколадня""","label","243.2","4.1","16.8","12.2","150","high","package_text","high","low","low","true","false",""
"857","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768661866677.jpg","417","nutrition_label","Ремесленный хлеб","nutrition_label","417","6.9","21.5","","90","high","nutrition_table","medium","low","low","true","false",""
"875","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768740363087.jpg","320","nutrition_label","Мороженое эскимо сливочное с фисташкой и кунжутом","nutrition_label","320","5","22","25.5","80","high","nutrition_table","high","low","low","true","false",""
"878","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768744865104.jpg","265","nutrition_label","Профитроли-мини ""Крембусики""","nutrition_label","265","5.5","19.4","8.9","100","high","nutrition_table","high","medium","low","true","false",""
"867","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768686154197.jpg","199","nutrition_label","Сэндвич ролл с шашлыком из курицы с овощами","nutrition_label","198.9","4.2","8.9","25.5","160","high","nutrition_table","high","low","low","true","true",""
"868","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768686566382.jpg","495","nutrition_label","Шоколад","nutrition_label","495","4","25.1","65.6","36","high","nutrition_table","high","low","low","true","false",""
"869","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768687473073.jpg","550","nutrition_label","Шоколад с арахисовой пастой","nutrition_label","550","10","30.7","48.3","60","high","nutrition_table","high","low","low","true","false",""
"778","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768231786690.jpg","200","label","Онигири с крабом","nutrition_label","200.2","7","3.4","35.4","100","high","nutrition_table","high","low","low","true","true",""
"885","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768771583393.jpg","288","nutrition_label","Мини-чиабатта с курицей, моцареллой и соусом острый чили","nutrition_label","287.8","10","14.6","29.1","125","high","nutrition_table","high","low","low","true","true",""
"894","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768827159883.jpg","283","nutrition_label","Тортилья с ветчиной и сыром","nutrition_label","283","12","15","25","130","high","nutrition_table","high","low","low","true","true",""
"898","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768841660680.jpg","219","nutrition_label","Лепёшка «Ёка» с сыром, томатами и базиликом","nutrition_label","218.6","11","8.2","25.2","130","high","nutrition_table","high","low","low","true","false",""
"900","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768851397099.jpg","550","nutrition_label","Молочный шоколад с арахисовой пастой","nutrition_label","550","10","38.7","48.3","60","high","nutrition_table","high","low","low","true","false",""
"901","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768851537325.jpg","530","label","Шоколад молочный «Коровка» с арахисом, фундуком и вафельной крошкой","label","530","7.5","30","56","75","high","package_text","high","low","low","true","false",""
"902","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768853947284.jpg","386","nutrition_label","Мармелад Конфитрейд","nutrition_label","385.5","0.5","3","92.1","45","high","nutrition_table","high","low","low","true","false",""
"950","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768988234551.jpg","136","nutrition_label","Форель радужная малосоленая","nutrition_label","136.2","14.7","0.6","","150","high","nutrition_table","high","medium","low","true","false",""
"910","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768923858640.jpg","220","nutrition_label","Сыр творожный «Кремчиз» со вкусом «Овощи гриль»","nutrition_label","220","5.6","22.2","","100","high","nutrition_table","high","low","low","true","false",""
"912","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768932106908.jpg","370","nutrition_label","Безе со сливочным вкусом","nutrition_label","370","5","0.1","88","","high","nutrition_table","high","medium","low","false","false",""
"962","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769019607717.jpg","270","nutrition_label","Сыр плавленый Шоколадный десерт","nutrition_label","270","8.2","15.8","22.7","","high","nutrition_table","high","medium","low","true","false",""
"966","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769070766637.jpg","329","nutrition_label","Пирожные бисквитные «Картошка»","nutrition_label","329","5.8","9","54.6","240","high","nutrition_table","medium","low","low","false","false",""
"971","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769075626651.jpg","529","nutrition_label","Бисквитное печенье в молочном шоколаде с фундуком","nutrition_label","529","10","31","51","100","high","nutrition_table","high","medium","low","false","false",""
"982","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769104701675.jpg","386","nutrition_label","неизвестный продукт","nutrition_label","385.5","0.5","3","92.1","","high","nutrition_table","high","medium","low","true","false",""
"987","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1769169944506.jpg","10","error","","","","","","","","","","","","","","",""
"1016","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769281598242.jpg","525","nutrition_label","белый шоколад с малиновым вкусом","nutrition_label","240","3","","","45","high","nutrition_table","high","low","low","true","false",""
"992","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769178299459.jpg","280","nutrition_label","Сэндвич с курицей, беконом и омлетом","nutrition_label","279.7","10.4","14.5","26.9","200","high","nutrition_table","high","low","low","true","true",""
"1008","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769252221610.jpg","476","nutrition_label","драже M&M's с молочным шоколадом и карамелью","nutrition_label","476","5.3","20.5","70.5","","high","nutrition_table","medium","low","low","true","false",""
"996","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769185252066.jpg","98","label","Мусс творожный двухслойный манго и маракуйя","product","78","3.4","1.8","12.1","125","high","package_text","high","low","low","true","false",""
"997","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769185582673.jpg","469","label","Неизвестный продукт в упаковке","product","469","5.6","23.6","58.5","60","high","package_text","high","low","low","true","false",""
"993","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769178678845.jpg","221","nutrition_label","Сардельки","nutrition_label","221.4","12.9","18.2","1.5","0.374","high","nutrition_table","medium","medium","low","false","false",""
"1000","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769203266929.jpg","410","label","Конфеты Суфле Попсикл","product","410","1.1","20","56.5","27","high","package_text","high","low","low","true","false",""
"1017","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769281691927.jpg","554","nutrition_label","Экстрамолочный шоколад ""Лёвушка"" с клубничной начинкой","nutrition_label","554","7.2","34.6","53.6","100","high","nutrition_table","high","medium","low","true","false",""
"1001","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769246799170.jpg","419","nutrition_label","Пирожное «Безе» с кремом и курагой","nutrition_label","419","4","15","67","90","high","nutrition_table","high","low","low","false","false",""
"1018","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769282036701.jpg","540","label","Шоколад Экстрамолочный с вафельной крошкой","label","540","7.5","33","54","85","high","package_text","high","low","low","true","false",""
"1019","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769289897624.jpg","490","nutrition_label","Соломка в кондитерской глазури «палочки Chok-ki» с арахисом","nutrition_label","490","9","24","60","40","high","nutrition_table","high","medium","low","true","false",""
"1027","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769347989795.jpg","555","label","Шоколад «Лёвушка» с начинкой «Пломбир»","product","555","7.2","34.6","53.6","100","high","package_text","high","low","low","true","false",""
"1026","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769347923893.jpg","580","nutrition_label","Шоколад молочный с йогортовой начинкой","nutrition_label","580","7","40","48","100","high","nutrition_table","high","low","low","true","false",""
"1025","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769346605800.jpg","380","nutrition_label","Торт-бенто «Пьяная вишня»","nutrition_label","380","4.4","24.9","36.3","100","high","nutrition_table","high","low","low","true","false",""
"1031","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769373629363.jpg","95","nutrition_label","Мягкий творог «Морковный пирог»","nutrition_label","94.8","9.3","1.2","11.7","150","high","nutrition_table","high","low","low","true","false",""
"1032","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769373885480.jpg","213","nutrition_label","Кыстыбый с начинкой ""Жюльен""","nutrition_label","212.9","9.6","10.1","20.9","","high","nutrition_table","high","medium","low","true","true",""
"1033","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1769416589413.jpg","147","error","","","","","","","","","","","","","","",""
"1034","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769419579020.jpg","338","nutrition_label","Лепешка Roti","nutrition_label","338","6.2","16.5","43.6","450","high","nutrition_table","high","low","low","true","false",""
"1035","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769419665148.jpg","90","nutrition_label","Ветчина вареная ""По-Клински""","nutrition_label","90","16","3","","120","high","nutrition_table","high","low","low","true","false",""
"1036","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769419976639.jpg","294","nutrition_label","Сыр Гауда Премиум","nutrition_label","294","26.7","20.8","","130","high","nutrition_table","high","low","low","true","false",""
"1039","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769421623850.jpg","480","nutrition_label","Жевательные конфеты в шоколаде со вкусом арбуза","nutrition_label","480","4","20","70","75","high","nutrition_table","high","medium","low","true","false",""
"1041","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769422036371.jpg","331","nutrition_label","Мармелад желейный со вкусом персика","nutrition_label","330.8","4","0","78.7","70","high","nutrition_table","high","low","low","true","false",""
"1042","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769438303594.jpg","191","nutrition_label","Десерт ""Наполеон"" домашний","nutrition_label","190.5","4.8","7.3","26.4","150","high","nutrition_table","high","medium","low","true","false",""
"1055","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769502888115.jpg","40","label","Напиток безалкогольный негазированный «ГЛИНТВЕЙН»","product","40","","","10","500","high","package_text","high","low","low","true","false",""
"1057","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1769503150942.jpg","65","error","","","","","","","","","","","","","","",""
"1067","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769517210327.jpg","490","nutrition_label","Конфеты «десерт Трепет»","nutrition_label","490","6","27","63","100","high","nutrition_table","medium","high","low","true","false",""
"1051","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769501794012.jpg","750","nutrition_label","Масло сладко-сливочное несоленое «ЭКОМИЛК»","nutrition_label","750","0.6","82.5","0.8","","high","nutrition_table","high","medium","low","true","false",""
"1081","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769595730253.jpg","342","label","Пирожное «Картошка Классическая»","nutrition_label","342.2","6.1","18.2","38.5","130","high","nutrition_table","high","medium","low","true","false",""
"1082","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769596461484.jpg","310","nutrition_label","Пастила со вкусом фейхоа","nutrition_label","310","0.6","0","76.4","100","high","nutrition_table","high","low","low","false","false",""
"1083","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769597269666.jpg","488","nutrition_label","Пеперо чоко куки","nutrition_label","488","8.5","21","66","32","high","nutrition_table","high","low","low","true","false",""
"1103","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769700850402.jpg","488","nutrition_label","Пеперо Чоко Куки","nutrition_label","488","8.5","21","66","32","high","nutrition_table","high","low","low","true","false",""
"1090","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769627828143.jpg","95","nutrition_label","Йогурт персик-маракуйя","nutrition_label","95","3.8","2.8","14","","high","nutrition_table","high","low","low","true","false",""
"1091","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769628612619.jpg","152","nutrition_label","Эскалоп с пряными травами","nutrition_label","152","20","8","","300","high","nutrition_table","high","low","low","false","true",""
"1094","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769680115896.jpg","241","label","Торт бисквитный «ПАНЧО»","product","261","3.6","11.8","29.8","500","high","package_text","high","medium","low","false","true",""
"1098","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769690089370.jpg","480","label","Батончик Bonfetti нуга с жареным арахисом","label","","11","21","61","","high","package_text","medium","low","low","true","false",""
"1101","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769699323104.jpg","453","nutrition_label","Бисквит с какао и молочным кремом","nutrition_label","453","6.1","27.6","43.7","26","high","nutrition_table","medium","low","low","true","false",""
"1102","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769700539985.jpg","401","nutrition_label","Батончик","nutrition_label","401","3.4","","","25","high","nutrition_table","medium","low","low","true","false",""
"1115","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769782011184.jpg","204","label","Салат с курицей, огурчиками и горчичным соусом Мясновъ","product","204","0.3","17.2","3","183","high","package_text","high","medium","low","false","true",""
"1112","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769768109337.jpg","315","nutrition_label","ТОРТ МЕДОВО-СМЕТАННЫЙ с варёной сгущёнкой","nutrition_label","315","5","15","40","400","high","nutrition_table","high","medium","low","true","false",""
"1117","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769783152309.jpg","2260","nutrition_label","Вивайли вафельные трубочки","nutrition_label","540","6.5","30","62","95","high","nutrition_table","high","low","low","true","false",""
"1131","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769876534494.jpg","258","nutrition_label","Пирожное молочно-клубничный беби-тортик","nutrition_label","258","6.5","12.2","30.5","80","high","nutrition_table","high","low","low","true","false",""
"1138","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769938939529.jpg","204","nutrition_label","Сметана","nutrition_label","204","2.5","20","3.4","","high","nutrition_table","high","low","low","true","false",""
"1164","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770042243407.jpg","287","nutrition_label","Пирожное 'Шу' с фисташкой и малиной","nutrition_label","287","5.5","17","28","100","high","nutrition_table","high","low","low","false","false",""
"1133","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769889410160.jpg","530","nutrition_label","козинак арахисовый","nutrition_label","530","19","33","39","170","high","nutrition_table","high","low","low","true","false",""
"1145","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769953616508.jpg","188","nutrition_label","Котлеты крупнорубленые из индейки и цыпленка-бройлера","nutrition_label","187.7","24.7","8.9","2.2","300","high","nutrition_table","high","low","low","true","false",""
"1146","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769954034975.jpg","88","nutrition_label","Красная фасоль в томатном соусе","nutrition_label","88","6.2","","15.7","100","high","nutrition_table","high","low","low","true","true",""
"1154","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770025983628.jpg","345","nutrition_label","Набор пирожных Медовик","nutrition_label","345","4.5","15","48","185","high","nutrition_table","high","medium","low","false","true",""
"1156","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770026015274.jpg","325","nutrition_label","Конфеты или десерт","nutrition_label","325","5.5","23","24","","high","nutrition_table","high","medium","low","false","true",""
"1157","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770026064872.jpg","374","nutrition_label","Пирожное Суфле в шоколаде","nutrition_label","374","3","18","50","","high","nutrition_table","high","medium","low","false","true",""
"1169","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770056996263.jpg","302","nutrition_label","Сэндвич слоеный с бужениной","nutrition_label","302.4","5.7","19.2","26.7","130","high","nutrition_table","high","low","low","true","false",""
"1167","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770042952256.jpg","287","nutrition_label","Плавленый сыр Friss шоколадный","nutrition_label","287","8.6","17.2","24.4","170","high","nutrition_table","high","low","low","true","false",""
"1166","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770042919924.jpg","232","nutrition_label","Хлеб пшеничный формовой","nutrition_label","232","7.5","1","48.5","500","high","nutrition_table","high","low","low","true","false",""
"1165","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770042269606.jpg","149","label","Котлеты из цыпленка-бройлера с ветчиной","product","149.3","17","7.3","3.9","0.38","high","package_text","high","low","low","false","true",""
"1178","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770116104814.jpg","137","nutrition_label","Ролл с лососем","nutrition_label","137","5.7","2.6","22.7","243","high","nutrition_table","high","low","low","false","true",""
"1183","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770128197412.jpg","293","label","Пирожные заварные «Кольца «Фили-Бейкер»","product","293","8.2","13.6","34.3","0.3","high","package_text","high","medium","low","false","false",""
"1184","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770130220378.jpg","535","nutrition_label","Соломка в глазури с миндалем «Пеперо Альмонд»","nutrition_label","535","11","32","53","36","high","nutrition_table","high","low","low","true","false",""
"1189","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770144314453.jpg","370","nutrition_label","Творожный глазированный сырок","nutrition_label","370","6","22","38","","high","nutrition_table","high","low","low","true","false",""
